name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7666a34e-e84b-4081-89ea-754da879c89a,PENDING,,,64c13fefd3565b66c63d0cf7
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8455e325-0d35-4797-84dd-36006671680c,FAILED,,,64c13fefed8f09ca734d6201
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2e19849d-df8c-464c-b595-1a9738469274,PENDING,,,64c13fefed8f09ca734d6202
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,41c78b3f-f1a6-43d0-953e-4528d66bacc3,FAILED,,,64c13fefed8f09ca734d6203
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7dd0d5fe-13bd-4a06-b4a7-541584d956fc,PENDING,,,64c13ff0d3565b66c63d0cfc
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4ac30fbc-ab65-40b5-80a5-f2a81257e9c1,IN_PROGRESS,,,64c13ff0ed8f09ca734d620d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8019ae08-6d7d-42f7-b15d-9a5c4a58e2ca,PENDING,,,64c13ff1d3565b66c63d0d02
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,62229696-f672-43a1-b426-55dc6229f662,FAILED,,,64c13ff1ed8f09ca734d6215
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c8d9678a-8244-4c20-995e-b388f061845a,PENDING,,,64c13ff1d3565b66c63d0d04
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a783190a-2d71-4e7b-a9b5-ace7f49c0ec1,FAILED,,,64c13ff1d3565b66c63d0d06
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3716fc6e-cb9e-4ef0-bc76-d0183ccd8fbc,PENDING,,,64c13ff2ed8f09ca734d621b
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b3a81ea7-2d24-4260-8a8f-eba72e02ec59,IN_PROGRESS,,,64c13ff2ed8f09ca734d621a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f3b7b65b-c52c-4dc7-aab0-9495ecb4e413,PENDING,,,64c13ff2d3565b66c63d0d0f
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,6066ccdd-eeee-48af-aa52-6f23df4f9667,FAILED,,,64c13ff2ed8f09ca734d6219
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2e3080ae-edb9-4ecb-80fc-2360f65a0040,PENDING,,,64c13ff3ed8f09ca734d6227
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2cae5d18-174e-440a-9ed2-1aa62f3db1d3,IN_PROGRESS,,,64c13ff3d3565b66c63d0d14
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7ec5fb00-47c0-49c6-809c-7da6df792554,PENDING,,,64c13ff4d3565b66c63d0d1c
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7121e8d5-c34d-4deb-b550-248644144717,IN_PROGRESS,,,64c13ff4ed8f09ca734d622d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b56f0281-2edf-4f1e-90b6-53da4f185a93,PENDING,,,64c13ff4d3565b66c63d0d1e
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f3270d08-7146-4170-9ee4-9b2c239782fe,FAILED,,,64c13ff4ed8f09ca734d622f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a3ebdcdf-a1a8-476c-b3e5-544f2a8928b1,PENDING,,,64c13ff5d3565b66c63d0d25
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,37a1f106-978d-4019-8762-315e7d9224ca,IN_PROGRESS,,,64c13ff5d3565b66c63d0d26
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9ff4ea32-8af6-4928-ba78-68a6fb3352c5,PENDING,,,64c13ff5d3565b66c63d0d24
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,98bf4f4f-1509-402b-8d45-1c35e4b152f3,FAILED,,,64c13ff5ed8f09ca734d6235
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,606d513b-f692-4f73-ac7d-efdb3dd01b26,PENDING,,,64c13ff6ed8f09ca734d623a
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,22525617-7dd2-4bfb-a2a4-a0ba86985200,FAILED,,,64c13ff7d3565b66c63d0d35
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,906b05d6-2484-488e-a6a3-55b38ee95761,PENDING,,,64c13ff7d3565b66c63d0d34
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,55db0aae-f652-4060-a45c-7bb3ca1b61e8,IN_PROGRESS,,,64c13ff7ed8f09ca734d6242
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,83487cec-1df9-4331-a70d-38692f50131b,PENDING,,,64c13ff7ed8f09ca734d6241
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,405992c6-1e52-4b72-8011-4293a1b13861,IN_PROGRESS,,,64c13ff9d3565b66c63d0d3e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,15f5aa10-f4d3-4a9a-a793-6f6a4ce04cb5,PENDING,,,64c13ff9d3565b66c63d0d3f
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ea0d8571-92d1-415c-8201-57c1d21499f5,IN_PROGRESS,,,64c13ff9ed8f09ca734d624c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d64b55be-4737-4ba2-aa00-52c2590d360c,PENDING,,,64c13ff9ed8f09ca734d624b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e2cb2923-31e5-49b4-8120-48df433c0108,FAILED,,,64c13ffaed8f09ca734d6253
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,517601a9-f0ef-4984-bbad-dbfc9c9cc31b,PENDING,,,64c13ffad3565b66c63d0d46
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f506a16e-1f3a-4c49-a36e-45c897514787,FAILED,,,64c13ffad3565b66c63d0d47
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,76a6125b-d123-4692-87a6-6ed2ff74776d,PENDING,,,64c13ffaed8f09ca734d6254
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d6b4d6ee-51b1-4ffe-9ae2-f588dbf0f9a0,FAILED,,,64c13ffbd3565b66c63d0d52
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ea737f56-e571-42b5-89bc-330ea06aab73,PENDING,,,64c13ffbed8f09ca734d625f
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,974887af-a2d2-42b7-a0b1-2a4c8c82161c,FAILED,,,64c13ffbed8f09ca734d6260
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,899625a3-2d90-4e73-989d-a1fbb4fcbdae,PENDING,,,64c13ffbed8f09ca734d6263
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f874f7cd-a189-4348-8896-a2db5b72b0eb,IN_PROGRESS,,,64c13ffcd3565b66c63d0d58
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ba9d13c6-20c7-40e0-9d95-db8d7def84ee,PENDING,,,64c13ffced8f09ca734d626d
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f0b8d035-6575-4471-84b8-e55c2a90124d,IN_PROGRESS,,,64c13ffcd3565b66c63d0d59
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,99974367-30f4-4d55-a715-f28e7f3272b1,PENDING,,,64c13ffced8f09ca734d626f
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3006236a-dc83-47a4-95bf-98597d1a39cb,IN_PROGRESS,,,64c13ffdd3565b66c63d0d62
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8667bf50-d178-4037-87a0-b7105ab73442,PENDING,,,64c13ffded8f09ca734d6277
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,3ac7d2e5-d7fe-41c0-8c0d-71c79997bb75,FAILED,,,64c13ffdd3565b66c63d0d64
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,523e7494-001c-425b-be12-cb000350d4f1,PENDING,,,64c13ffded8f09ca734d6278
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8468fa7a-d6e5-4bd4-bda2-cc753750982c,FAILED,,,64c13ffed3565b66c63d0d6b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f8517b77-fd6f-4fbb-bb7b-df73aa9b0e50,PENDING,,,64c13ffed3565b66c63d0d6a
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d68b6b22-81dd-4d3e-b83a-25a78d3b5431,IN_PROGRESS,,,64c13ffeed8f09ca734d627f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1bde24f1-616b-45e0-8547-896e07a2a2f4,PENDING,,,64c13ffeed8f09ca734d6280
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,78d7214a-4801-4379-ad02-a05b43a282ba,IN_PROGRESS,,,64c14000ed8f09ca734d628b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0a4da970-5740-4d6c-a63a-432c915bf4d5,PENDING,,,64c14000d3565b66c63d0d77
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,3e55ddb6-751a-48fa-8882-c6ae8bcea349,FAILED,,,64c14000d3565b66c63d0d76
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0475c3db-868f-4b42-9574-6a30d67d2267,PENDING,,,64c14000d3565b66c63d0d7a
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,45957588-c424-42da-af35-97d0a64ef079,FAILED,,,64c14001d3565b66c63d0d84
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d578b220-ca91-45df-a0d0-3a5288bcedb5,PENDING,,,64c14001ed8f09ca734d6291
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,89ef8701-6eff-4c0c-9a36-913690fac189,IN_PROGRESS,,,64c14001d3565b66c63d0d86
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,618dc6fd-fd84-4146-a610-7f8658ee6ac6,PENDING,,,64c14001ed8f09ca734d6293
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,c071f9e9-4236-4610-afd5-c3fd2dcf8ac2,FAILED,,,64c14002ed8f09ca734d629b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,52997fa9-7661-491b-b653-9b1151e7b839,PENDING,,,64c14002d3565b66c63d0d8e
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b0368cf9-2d07-4821-af04-f70492de1763,IN_PROGRESS,,,64c14002d3565b66c63d0d8f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a4c81b4e-1dc8-4a11-843f-98ba3260aa95,PENDING,,,64c14002d3565b66c63d0d90
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b54b4543-0d8e-4900-8227-f3065e5a5bf6,IN_PROGRESS,,,64c14003d3565b66c63d0d9a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cce43c88-7f35-4d89-b7dc-1bbaaac39204,PENDING,,,64c14003d3565b66c63d0d9b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,22cfaf24-aa2e-40f3-94ec-951e612537b1,FAILED,,,64c14003ed8f09ca734d629f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e28c2d92-073c-4e4d-8db6-524f3b9ab3e4,PENDING,,,64c14003ed8f09ca734d62a2
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,739c3375-7a96-4904-aae5-a97f2bdfd210,FAILED,,,64c14005ed8f09ca734d62ab
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,fac3f6d0-9046-4591-b3ee-a37d24a1a597,PENDING,,,64c14005d3565b66c63d0da7
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7f6336a4-567a-4f1b-a598-b0f918976189,IN_PROGRESS,,,64c14005ed8f09ca734d62ac
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,08bdaf29-220c-4d1e-bceb-362bc562a4a0,PENDING,,,64c14005d3565b66c63d0da6
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,20a4c28d-cdf0-47ef-b485-af0a0eb11abe,FAILED,,,64c14006d3565b66c63d0db0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3fe4e61b-c8ba-4b6e-b647-3da89bf295c0,PENDING,,,64c14006ed8f09ca734d62b6
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d34724f5-07c2-40e4-81b0-b364f8922245,IN_PROGRESS,,,64c14006d3565b66c63d0db1
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,71b805fb-d8b6-4679-b5c2-dc745a5bd751,PENDING,,,64c14006ed8f09ca734d62b5
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,719c22d1-87bf-44b8-97b0-691ee1487a02,IN_PROGRESS,,,64c14007d3565b66c63d0dba
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a2ab48ca-4f81-4be2-b2fb-bef7b8d56e2f,PENDING,,,64c14007ed8f09ca734d62bf
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,35e12592-7fd3-46d5-b630-a5ce5e5e8972,FAILED,,,64c14007ed8f09ca734d62c1
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,dab27627-c607-4c07-83d9-8c666c198b5e,PENDING,,,64c14007d3565b66c63d0dbc
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ce993e92-0022-417b-a547-1184e380cddd,FAILED,,,64c14008ed8f09ca734d62c8
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,17d48a82-9db2-4ab4-a736-b07aa9ad28ae,PENDING,,,64c14008d3565b66c63d0dc4
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,c6e09588-73e9-4520-9b89-ecc74f9328d1,IN_PROGRESS,,,64c14008d3565b66c63d0dc5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5e5dff18-bc51-4208-a2a2-18233d3f1876,PENDING,,,64c14008d3565b66c63d0dc6
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,12603858-36e3-49bd-ac9d-33b7ab4bd7d9,IN_PROGRESS,,,64c1400ad3565b66c63d0dd2
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,552bf60f-34f4-4121-86d3-1ea1f1eb6097,PENDING,,,64c1400aed8f09ca734d62cf
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,dd88d521-9ab5-43ad-bae4-06e23220b5b7,FAILED,,,64c1400aed8f09ca734d62d0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0bad3df8-f8bc-4fd3-a8b2-a429106bb3f3,PENDING,,,64c1400ad3565b66c63d0dd4
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f3042612-0a11-4dc0-9d82-812a5b644f0f,FAILED,,,64c1400bd3565b66c63d0ddc
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,446f084a-ff86-485a-8ead-21a3090f925c,PENDING,,,64c1400bed8f09ca734d62d9
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d918f232-2a17-4cd3-aa45-a81305f3d9e7,IN_PROGRESS,,,64c1400bed8f09ca734d62db
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6a1f60e3-c019-4983-8edb-13320499cf13,PENDING,,,64c1400bd3565b66c63d0dde
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,54812f4b-ac9a-42c6-bd99-b8d9cc8c18a7,IN_PROGRESS,,,64c1400cd3565b66c63d0de6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0b7b513e-5bbc-466e-bfd3-6af09726ae59,PENDING,,,64c1400ced8f09ca734d62e3
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,41ee160c-f619-4cc6-a3c3-197d423ee9dd,FAILED,,,64c1400ced8f09ca734d62e5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9d738c43-e86a-4b5d-98a3-c8b00299b52b,PENDING,,,64c1400ced8f09ca734d62e7
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,7f9914ed-dbf7-4504-b657-e20e04c65d63,FAILED,,,64c1400ded8f09ca734d62f2
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b7c3934a-5a4b-4944-aab3-cf753992c274,PENDING,,,64c1400dd3565b66c63d0deb
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0609b40c-f000-4c9f-bfc8-7021363b5d6a,IN_PROGRESS,,,64c1400ded8f09ca734d62f1
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,52b19be1-4370-4304-a291-efc9772d0c47,PENDING,,,64c1400dd3565b66c63d0dea
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,37327fde-ff8a-48b0-a561-5fe7ee0c2caf,FAILED,,,64c1400ed3565b66c63d0df4
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a76346db-7417-47da-99c9-2daea722dc2a,PENDING,,,64c1400fed8f09ca734d62fb
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9f59fcc6-0027-463a-889f-a1a7d89d748a,IN_PROGRESS,,,64c1400fd3565b66c63d0dfa
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,75bc1750-e06e-468b-a178-c3027e34f08c,PENDING,,,64c1400fd3565b66c63d0dfc
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,869830ad-c7d2-4c64-90d2-ef80ec543940,FAILED,,,64c1400fed8f09ca734d62fd
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b43bb0e6-8385-4360-9444-ccc422a80005,PENDING,,,64c14010d3565b66c63d0e04
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,fe82efe2-96de-4d8c-ace5-a8f97b84d087,IN_PROGRESS,,,64c14010ed8f09ca734d6305
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,45cfa503-3063-4fd1-a9e8-8c067cc66c6f,PENDING,,,64c14010d3565b66c63d0e06
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ca754705-70b0-4066-8eb9-055ba55fb9b5,IN_PROGRESS,,,64c14010ed8f09ca734d6307
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2e6f9194-ad2d-42c1-8b3b-ef50d30b9dae,PENDING,,,64c14011d3565b66c63d0e0e
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,95fc9531-4435-49a7-9e55-0eb0cb828763,IN_PROGRESS,,,64c14011d3565b66c63d0e0d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3c5d6e76-4a6f-4ce3-a1b4-fcaf521d1fb2,PENDING,,,64c14011ed8f09ca734d630f
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,89cd95cb-b6fa-413c-b942-7ecc32bdde50,FAILED,,,64c14011d3565b66c63d0e0f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5664b28f-f5ea-4d8e-946a-4b12c54c065a,PENDING,,,64c14012ed8f09ca734d6313
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b32a964c-76b1-48f6-8a68-0bfcc3a782b5,FAILED,,,64c14012ed8f09ca734d6314
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,108df0e1-ec8f-4801-ba4f-1aca37a89741,PENDING,,,64c14012d3565b66c63d0e1a
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f8b435dc-f55f-4fc1-a5cb-2b354a2a73f3,IN_PROGRESS,,,64c14013ed8f09ca734d631d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f949ed51-34c4-4a7f-bc81-0d07ccd48e19,PENDING,,,64c14014d3565b66c63d0e23
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e5deb4c7-b40e-4a8d-8ecd-8f8d180f9b53,FAILED,,,64c14014d3565b66c63d0e22
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,06814e77-0089-4250-9fa1-f5dfd316eac8,PENDING,,,64c14014ed8f09ca734d6323
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,278d9762-ee96-4533-ba71-bb5a630ae3d1,IN_PROGRESS,,,64c14014ed8f09ca734d6324
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2bbedc30-83e0-486d-8e2c-da90eb22ac98,PENDING,,,64c14015d3565b66c63d0e2c
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,84437fc0-ca28-4547-8b79-0b908e82578a,FAILED,,,64c14015ed8f09ca734d632d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d275a635-ce35-46f0-8052-ca8c8cd81ad9,PENDING,,,64c14015ed8f09ca734d632f
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7c31f0d9-fcfa-42de-9056-deb65291e1a2,IN_PROGRESS,,,64c14015d3565b66c63d0e2e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c3b6fed8-455c-47e3-a404-7ce70bb2f4df,PENDING,,,64c14016d3565b66c63d0e36
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b056b47f-1b69-49da-9148-5f34e090929f,IN_PROGRESS,,,64c14016d3565b66c63d0e38
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,76494da8-8e45-41b5-aa7c-f11cb867e27d,PENDING,,,64c14016d3565b66c63d0e37
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d2da37c7-3ceb-4234-954d-86bb927c35d8,FAILED,,,64c14016ed8f09ca734d6337
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a1c5d928-15ce-4293-87b5-576120407333,PENDING,,,64c14017d3565b66c63d0e42
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1aab8de8-9caa-4340-b9fd-69872050f7fc,FAILED,,,64c14017ed8f09ca734d633b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ae36fe21-16e7-470e-ab81-482a01fc493f,PENDING,,,64c14017d3565b66c63d0e43
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,5e1fd429-90dc-4290-8dbf-527ae8224e6c,FAILED,,,64c14017ed8f09ca734d633c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,330e800a-e8a4-492a-a5ae-804b2084f825,PENDING,,,64c14019ed8f09ca734d6347
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0396f418-f113-430f-b4bd-da043eb05897,IN_PROGRESS,,,64c14019d3565b66c63d0e4e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3bc6184e-d7cc-496a-83fb-502ef3462d93,PENDING,,,64c14019ed8f09ca734d6349
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,fb9da9d2-c796-48b3-b86e-2f71aca252cb,IN_PROGRESS,,,64c14019d3565b66c63d0e50
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,123218eb-3048-4a2e-bbfc-97d271dc6b26,PENDING,,,64c1401aed8f09ca734d6351
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9bb08328-61d3-4455-a7be-1d9eedac9239,FAILED,,,64c1401ad3565b66c63d0e58
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b9043404-9059-46ac-bdda-7fe1ef3a29ae,PENDING,,,64c1401ad3565b66c63d0e5a
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,369aeadc-ae3a-4d2f-9373-4d9975cbea74,FAILED,,,64c1401aed8f09ca734d6353
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,47aed697-d56a-4733-b94c-36de9428d349,PENDING,,,64c1401bed8f09ca734d635b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f10dfb13-7fef-4a93-9d12-9d98a6504741,FAILED,,,64c1401bd3565b66c63d0e63
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,192d59ca-b3af-4f39-8c33-eac2af2d8e57,PENDING,,,64c1401bd3565b66c63d0e62
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9de4b1e4-6d86-45cd-bd90-95ac62280214,IN_PROGRESS,,,64c1401bd3565b66c63d0e66
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5f719602-ca50-455d-9abb-0b217fc82913,PENDING,,,64c1401ced8f09ca734d6361
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e8f13f64-423b-4e64-aec4-c9f91a252eb5,IN_PROGRESS,,,64c1401ced8f09ca734d6363
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ff0cd934-45d0-4c94-a213-011cf0b59791,PENDING,,,64c1401cd3565b66c63d0e6e
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f4fd703b-1240-4ffd-a306-481343b3465b,IN_PROGRESS,,,64c1401ced8f09ca734d6362
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,18250617-1e1e-4ccc-b1ee-68c0be93d831,PENDING,,,64c1401dd3565b66c63d0e73
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1452e78d-8515-4c45-9254-e54e43536fed,FAILED,,,64c1401eed8f09ca734d6371
